plotID,datetime,SM_10,SM_20
AEG45,2439,NA,NA
AEG45,2440,NA,NA
AEG45,2441,NA,NA
AEG45,2442,NA,NA
AEG45,2443,NA,NA
AEG45,2444,NA,NA
AEG45,2445,NA,NA
AEG45,2446,NA,NA
AEG45,2447,NA,NA
AEG45,2448,NA,NA
AEG45,2449,NA,NA
AEG45,2450,NA,NA
AEG45,2451,NA,NA
AEG45,2452,NA,NA
AEG45,2453,NA,NA
AEG45,2454,NA,NA
AEG45,2455,NA,NA
AEG45,2456,NA,NA
AEG45,2457,NA,NA
AEG45,2458,NA,NA
AEG45,2459,NA,NA
AEG45,2460,NA,NA
AEG45,2461,NA,NA
AEG45,2462,NA,NA
AEG45,2463,NA,NA
AEG45,2464,NA,NA
AEG45,2465,NA,NA
AEG45,2466,NA,NA
AEG45,2467,NA,NA
AEG45,2468,NA,NA
AEG45,2469,NA,NA
AEG45,2470,NA,NA
AEG45,2471,NA,NA
AEG45,2472,NA,NA
AEG45,2473,NA,NA
AEG45,2474,NA,NA
AEG45,2475,NA,NA
AEG45,2476,NA,NA
AEG45,2477,NA,NA
AEG45,2478,NA,NA
AEG45,2479,NA,NA
AEG45,2480,NA,NA
AEG45,2481,NA,NA
AEG45,2482,NA,NA
AEG45,2483,NA,NA
AEG45,2484,NA,NA
AEG45,2485,NA,NA
AEG45,2486,NA,NA
AEG45,2487,NA,NA
AEG45,2488,NA,NA
AEG45,2489,NA,NA
AEG45,2490,NA,NA
AEG45,2491,NA,NA
AEG45,2492,NA,NA
AEG45,2493,NA,NA
AEG45,2494,NA,NA
AEG45,2495,NA,NA
AEG45,2496,NA,NA
AEG45,2497,NA,NA
AEG45,2498,NA,NA
AEG45,2499,NA,NA
AEG45,2500,NA,NA
AEG45,2501,NA,NA
AEG45,2502,NA,NA
AEG45,2503,NA,NA
AEG45,2504,NA,NA
AEG45,2505,NA,NA
AEG45,2506,NA,NA
AEG45,2507,NA,NA
AEG45,2508,NA,NA
AEG45,2509,NA,NA
AEG45,2510,NA,NA
AEG45,2511,NA,NA
AEG45,2512,NA,NA
AEG45,2513,NA,NA
AEG45,2514,NA,NA
AEG45,2515,NA,NA
AEG45,2516,NA,NA
AEG45,2517,NA,NA
AEG45,2518,NA,NA
AEG45,2519,NA,NA
AEG45,2520,NA,NA
AEG45,2521,NA,NA
AEG45,2522,NA,NA
AEG45,2523,NA,NA
AEG45,2524,NA,NA
AEG45,2525,NA,NA
AEG45,2526,NA,NA
AEG45,2527,NA,NA
AEG45,2528,NA,NA
AEG45,2529,NA,NA
AEG45,2530,NA,NA
AEG45,2531,NA,NA
AEG45,2532,NA,NA
AEG45,2533,NA,NA
AEG45,2534,NA,NA
AEG45,2535,NA,NA
AEG45,2536,NA,NA
AEG45,2537,NA,NA
AEG45,2538,NA,NA
AEG45,2539,NA,NA
AEG45,2540,NA,NA
AEG45,2541,NA,NA
AEG45,2542,NA,NA
AEG45,2543,NA,NA
AEG45,2544,NA,NA
AEG45,2545,NA,NA
AEG45,2546,NA,NA
AEG45,2547,NA,NA
AEG45,2548,NA,NA
AEG45,2549,NA,NA
AEG45,2550,NA,NA
AEG45,2551,NA,NA
AEG45,2552,NA,NA
AEG45,2553,NA,NA
AEG45,2554,NA,NA
AEG45,2555,NA,NA
AEG45,2556,NA,NA
AEG45,2557,NA,NA
AEG45,2558,NA,NA
AEG45,2559,NA,NA
AEG45,2560,NA,NA
AEG45,2561,NA,NA
AEG45,2562,NA,NA
AEG45,2563,NA,NA
AEG45,2564,NA,NA
AEG45,2565,NA,NA
AEG45,2566,NA,NA
AEG45,2567,NA,NA
AEG45,2568,NA,NA
AEG45,2569,NA,NA
AEG45,2570,NA,NA
AEG45,2571,NA,NA
AEG45,2572,NA,NA
AEG45,2573,NA,NA
AEG45,2574,NA,NA
AEG45,2575,NA,NA
AEG45,2576,NA,NA
AEG45,2577,NA,NA
AEG45,2578,NA,NA
AEG45,2579,NA,NA
AEG45,2580,NA,NA
AEG45,2581,NA,NA
AEG45,2582,NA,NA
AEG45,2583,NA,NA
AEG45,2584,NA,NA
AEG45,2585,NA,NA
AEG45,2586,NA,NA
AEG45,2587,NA,NA
AEG45,2588,NA,NA
AEG45,2589,NA,NA
AEG45,2590,NA,NA
AEG45,2591,NA,NA
AEG45,2592,NA,NA
AEG45,2593,NA,NA
AEG45,2594,NA,NA
AEG45,2595,NA,NA
AEG45,2596,NA,NA
AEG45,2597,NA,NA
AEG45,2598,NA,NA
AEG45,2599,NA,NA
AEG45,2600,NA,NA
AEG45,2601,NA,NA
AEG45,2602,NA,NA
AEG45,2603,NA,NA
AEG45,2604,NA,NA
AEG45,2605,NA,NA
AEG45,2606,NA,NA
AEG45,2607,NA,NA
AEG45,2608,NA,NA
AEG45,2609,NA,NA
AEG45,2610,NA,NA
AEG45,2611,NA,NA
AEG45,2612,NA,NA
AEG45,2613,NA,NA
AEG45,2614,NA,NA
AEG45,2615,NA,NA
AEG45,2616,NA,NA
AEG45,2617,NA,NA
AEG45,2618,NA,NA
AEG45,2619,NA,NA
AEG45,2620,NA,NA
AEG45,2621,NA,NA
AEG45,2622,NA,NA
AEG45,2623,NA,NA
AEG45,2624,NA,NA
AEG45,2625,NA,NA
AEG45,2626,NA,NA
AEG45,2627,NA,NA
AEG45,2628,NA,NA
AEG45,2629,NA,NA
AEG45,2630,NA,NA
AEG45,2631,NA,NA
AEG45,2632,NA,NA
AEG45,2633,NA,NA
AEG45,2634,NA,NA
AEG45,2635,NA,NA
AEG45,2636,NA,NA
AEG45,2637,NA,NA
AEG45,2638,NA,NA
AEG45,2639,NA,NA
AEG45,2640,NA,NA
AEG45,2641,NA,NA
AEG45,2642,NA,NA
AEG45,2643,NA,NA
AEG45,2644,NA,NA
AEG45,2645,NA,NA
AEG45,2646,NA,NA
AEG45,2647,NA,NA
AEG45,2648,NA,NA
AEG45,2649,NA,NA
AEG45,2650,NA,NA
AEG45,2651,NA,NA
AEG45,2652,NA,NA
AEG45,2653,NA,NA
AEG45,2654,NA,NA
AEG45,2655,NA,NA
AEG45,2656,NA,NA
AEG45,2657,NA,NA
AEG45,2658,NA,NA
AEG45,2659,NA,NA
AEG45,2660,NA,NA
AEG45,2661,NA,NA
AEG45,2662,NA,NA
AEG45,2663,NA,NA
AEG45,2664,NA,NA
AEG45,2665,NA,NA
AEG45,2666,NA,NA
AEG45,2667,NA,NA
AEG45,2668,NA,NA
AEG45,2669,NA,NA
AEG45,2670,NA,NA
AEG45,2671,NA,NA
AEG45,2672,NA,NA
AEG45,2673,NA,NA
AEG45,2674,NA,NA
AEG45,2675,NA,NA
AEG45,2676,NA,NA
AEG45,2677,NA,NA
AEG45,2678,NA,NA
AEG45,2679,NA,NA
AEG45,2680,NA,NA
AEG45,2681,NA,NA
AEG45,2682,NA,NA
AEG45,2683,NA,NA
AEG45,2684,NA,NA
AEG45,2685,NA,NA
AEG45,2686,NA,NA
AEG45,2687,NA,NA
AEG45,2688,NA,NA
AEG45,2689,NA,NA
AEG45,2690,NA,NA
AEG45,2691,NA,NA
AEG45,2692,NA,NA
AEG45,2693,NA,NA
AEG45,2694,NA,NA
AEG45,2695,NA,NA
AEG45,2696,NA,NA
AEG45,2697,NA,NA
AEG45,2698,NA,NA
AEG45,2699,NA,NA
AEG45,2700,NA,NA
AEG45,2701,NA,NA
AEG45,2702,NA,NA
AEG45,2703,NA,NA
AEG45,2704,NA,NA
AEG45,2705,NA,NA
AEG45,2706,NA,NA
AEG45,2707,NA,NA
AEG45,2708,NA,NA
AEG45,2709,NA,NA
AEG45,2710,NA,NA
AEG45,2711,NA,NA
AEG45,2712,NA,NA
AEG45,2713,NA,NA
AEG45,2714,NA,NA
AEG45,2715,NA,NA
AEG45,2716,NA,NA
AEG45,2717,NA,NA
AEG45,2718,NA,NA
AEG45,2719,NA,NA
AEG45,2720,NA,NA
AEG45,2721,NA,NA
AEG45,2722,NA,NA
AEG45,2723,NA,NA
AEG45,2724,NA,NA
AEG45,2725,NA,NA
AEG45,2726,NA,NA
AEG45,2727,NA,NA
AEG45,2728,NA,NA
AEG45,2729,NA,NA
AEG45,2730,NA,NA
AEG45,2731,NA,NA
AEG45,2732,NA,NA
AEG45,2733,NA,NA
AEG45,2734,NA,NA
AEG45,2735,NA,NA
AEG45,2736,NA,NA
AEG45,2737,NA,NA
AEG45,2738,NA,NA
AEG45,2739,NA,NA
AEG45,2740,NA,NA
AEG45,2741,NA,NA
AEG45,2742,NA,NA
AEG45,2743,NA,NA
AEG45,2744,NA,NA
AEG45,2745,NA,NA
AEG45,2746,NA,NA
AEG45,2747,NA,NA
AEG45,2748,NA,NA
AEG45,2749,NA,NA
AEG45,2750,NA,NA
AEG45,2751,NA,NA
AEG45,2752,NA,NA
AEG45,2753,NA,NA
AEG45,2754,NA,NA
AEG45,2755,NA,NA
AEG45,2756,NA,NA
AEG45,2757,NA,NA
AEG45,2758,NA,NA
AEG45,2759,NA,NA
AEG45,2760,NA,NA
AEG45,2761,NA,NA
AEG45,2762,NA,NA
AEG45,2763,NA,NA
AEG45,2764,NA,NA
AEG45,2765,NA,NA
AEG45,2766,NA,NA
AEG45,2767,NA,NA
AEG45,2768,NA,NA
AEG45,2769,NA,NA
AEG45,2770,NA,NA
AEG45,2771,NA,NA
AEG45,2772,NA,NA
AEG45,2773,NA,NA
AEG45,2774,NA,NA
AEG45,2775,NA,NA
AEG45,2776,NA,NA
AEG45,2777,NA,NA
AEG45,2778,NA,NA
AEG45,2779,NA,NA
AEG45,2780,NA,NA
AEG45,2781,NA,NA
AEG45,2782,NA,NA
AEG45,2783,NA,NA
AEG45,2784,NA,NA
AEG45,2785,NA,NA
AEG45,2786,NA,NA
AEG45,2787,NA,NA
AEG45,2788,NA,NA
AEG45,2789,NA,NA
AEG45,2790,NA,NA
AEG45,2791,NA,NA
AEG45,2792,NA,NA
AEG45,2793,NA,NA
AEG45,2794,NA,NA
AEG45,2795,NA,NA
AEG45,2796,NA,NA
AEG45,2797,NA,NA
AEG45,2798,NA,NA
AEG45,2799,NA,NA
AEG45,2800,NA,NA
AEG45,2801,NA,NA
AEG45,2802,NA,NA
AEG45,2803,NA,NA
AEG45,2804,NA,NA
AEG45,2805,NA,NA
AEG45,2806,NA,NA
AEG45,2807,NA,NA
AEG45,2808,NA,NA
AEG45,2809,NA,NA
AEG45,2810,NA,NA
AEG45,2811,NA,NA
AEG45,2812,NA,NA
AEG45,2813,NA,NA
AEG45,2814,NA,NA
AEG45,2815,NA,NA
AEG45,2816,NA,NA
AEG45,2817,NA,NA
AEG45,2818,NA,NA
AEG45,2819,NA,NA
AEG45,2820,NA,NA
AEG45,2821,NA,NA
AEG45,2822,NA,NA
AEG45,2823,NA,NA
AEG45,2824,NA,NA
AEG45,2825,NA,NA
AEG45,2826,NA,NA
AEG45,2827,NA,NA
AEG45,2828,NA,NA
AEG45,2829,NA,NA
AEG45,2830,NA,NA
AEG45,2831,NA,NA
AEG45,2832,NA,NA
AEG45,2833,NA,NA
AEG45,2834,NA,NA
AEG45,2835,NA,NA
AEG45,2836,NA,NA
AEG45,2837,NA,NA
AEG45,2838,NA,NA
AEG45,2839,NA,NA
AEG45,2840,NA,NA
AEG45,2841,NA,NA
AEG45,2842,NA,NA
AEG45,2843,NA,NA
AEG45,2844,NA,NA
AEG45,2845,NA,NA
AEG45,2846,NA,NA
AEG45,2847,NA,NA
AEG45,2848,NA,NA
AEG45,2849,NA,NA
AEG45,2850,NA,NA
AEG45,2851,NA,NA
AEG45,2852,NA,NA
AEG45,2853,NA,NA
AEG45,2854,NA,NA
AEG45,2855,NA,NA
AEG45,2856,NA,NA
AEG45,2857,NA,NA
AEG45,2858,NA,NA
AEG45,2859,NA,NA
AEG45,2860,NA,NA
AEG45,2861,NA,NA
AEG45,2862,NA,NA
AEG45,2863,NA,NA
AEG45,2864,NA,NA
AEG45,2865,NA,NA
AEG45,2866,NA,NA
AEG45,2867,NA,NA
AEG45,2868,NA,NA
AEG45,2869,NA,NA
AEG45,2870,NA,NA
AEG45,2871,NA,NA
AEG45,2872,NA,NA
AEG45,2873,NA,NA
AEG45,2874,NA,NA
AEG45,2875,NA,NA
AEG45,2876,NA,NA
AEG45,2877,NA,NA
AEG45,2878,NA,NA
AEG45,2879,NA,NA
AEG45,2880,NA,NA
AEG45,2881,NA,NA
AEG45,2882,NA,NA
AEG45,2883,NA,NA
AEG45,2884,NA,NA
AEG45,2885,NA,NA
AEG45,2886,NA,NA
AEG45,2887,NA,NA
AEG45,2888,NA,NA
AEG45,2889,NA,NA
AEG45,2890,NA,NA
AEG45,2891,NA,NA
AEG45,2892,NA,NA
AEG45,2893,NA,NA
AEG45,2894,NA,NA
AEG45,2895,NA,NA
AEG45,2896,NA,NA
AEG45,2897,NA,NA
AEG45,2898,NA,NA
AEG45,2899,NA,NA
AEG45,2900,NA,NA
AEG45,2901,NA,NA
AEG45,2902,NA,NA
AEG45,2903,NA,NA
AEG45,2904,NA,NA
AEG45,2905,NA,NA
AEG45,2906,NA,NA
AEG45,2907,NA,NA
AEG45,2908,NA,NA
AEG45,2909,NA,NA
AEG45,2910,NA,NA
AEG45,2911,NA,NA
AEG45,2912,NA,NA
AEG45,2913,NA,NA
AEG45,2914,NA,NA
AEG45,2915,NA,NA
AEG45,2916,NA,NA
AEG45,2917,NA,NA
AEG45,2918,NA,NA
AEG45,2919,NA,NA
AEG45,2920,NA,NA
AEG45,2921,NA,NA
AEG45,2922,NA,NA
AEG45,2923,NA,NA
AEG45,2924,NA,NA
AEG45,2925,NA,NA
AEG45,2926,NA,NA
AEG45,2927,NA,NA
AEG45,2928,NA,NA
AEG45,2929,NA,NA
AEG45,2930,NA,NA
AEG45,2931,NA,NA
AEG45,2932,NA,NA
AEG45,2933,NA,NA
AEG45,2934,NA,NA
AEG45,2935,NA,NA
AEG45,2936,NA,NA
AEG45,2937,NA,NA
AEG45,2938,NA,NA
AEG45,2939,NA,NA
AEG45,2940,NA,NA
AEG45,2941,NA,NA
AEG45,2942,NA,NA
AEG45,2943,NA,NA
AEG45,2944,NA,NA
AEG45,2945,NA,NA
AEG45,2946,NA,NA
AEG45,2947,NA,NA
AEG45,2948,NA,NA
AEG45,2949,NA,NA
AEG45,2950,NA,NA
AEG45,2951,NA,NA
AEG45,2952,NA,NA
AEG45,2953,NA,NA
AEG45,2954,NA,NA
AEG45,2955,NA,NA
AEG45,2956,NA,NA
AEG45,2957,NA,NA
AEG45,2958,NA,NA
AEG45,2959,NA,NA
AEG45,2960,NA,NA
AEG45,2961,NA,NA
AEG45,2962,NA,NA
AEG45,2963,NA,NA
AEG45,2964,NA,NA
AEG45,2965,NA,NA
AEG45,2966,NA,NA
AEG45,2967,NA,NA
AEG45,2968,NA,NA
AEG45,2969,NA,NA
AEG45,2970,NA,NA
AEG45,2971,NA,NA
AEG45,2972,NA,NA
AEG45,2973,NA,NA
AEG45,2974,NA,NA
AEG45,2975,NA,NA
AEG45,2976,NA,NA
AEG45,2977,NA,NA
AEG45,2978,NA,NA
AEG45,2979,NA,NA
AEG45,2980,NA,NA
AEG45,2981,NA,NA
AEG45,2982,NA,NA
AEG45,2983,NA,NA
AEG45,2984,NA,NA
AEG45,2985,NA,NA
AEG45,2986,NA,NA
AEG45,2987,NA,NA
AEG45,2988,NA,NA
AEG45,2989,NA,NA
AEG45,2990,NA,NA
AEG45,2991,NA,NA
AEG45,2992,NA,NA
AEG45,2993,NA,NA
AEG45,2994,NA,NA
AEG45,2995,NA,NA
AEG45,2996,NA,NA
AEG45,2997,NA,NA
AEG45,2998,NA,NA
AEG45,2999,NA,NA
AEG45,3000,NA,NA
AEG45,3001,NA,NA
AEG45,3002,NA,NA
AEG45,3003,NA,NA
AEG45,3004,NA,NA
AEG45,3005,NA,NA
AEG45,3006,NA,NA
AEG45,3007,NA,NA
AEG45,3008,NA,NA
AEG45,3009,NA,NA
AEG45,3010,NA,NA
AEG45,3011,NA,NA
AEG45,3012,NA,NA
AEG45,3013,NA,NA
AEG45,3014,NA,NA
AEG45,3015,NA,NA
AEG45,3016,NA,NA
AEG45,3017,NA,NA
AEG45,3018,NA,NA
AEG45,3019,NA,NA
AEG45,3020,NA,NA
AEG45,3021,NA,NA
AEG45,3022,NA,NA
AEG45,3023,NA,NA
AEG45,3024,NA,NA
AEG45,3025,NA,NA
AEG45,3026,NA,NA
AEG45,3027,NA,NA
AEG45,3028,NA,NA
AEG45,3029,NA,NA
AEG45,3030,NA,NA
AEG45,3031,NA,NA
AEG45,3032,NA,NA
AEG45,3033,NA,NA
AEG45,3034,NA,NA
AEG45,3035,NA,NA
AEG45,3036,NA,NA
AEG45,3037,NA,NA
AEG45,3038,NA,NA
AEG45,3039,NA,NA
AEG45,3040,NA,NA
AEG45,3041,NA,NA
AEG45,3042,NA,NA
AEG45,3043,NA,NA
AEG45,3044,NA,NA
AEG45,3045,NA,NA
AEG45,3046,NA,NA
AEG45,3047,NA,NA
AEG45,3048,NA,NA
AEG45,3049,NA,NA
AEG45,3050,NA,NA
AEG45,3051,NA,NA
AEG45,3052,NA,NA
AEG45,3053,NA,NA
AEG45,3054,NA,NA
AEG45,3055,NA,NA
AEG45,3056,NA,NA
AEG45,3057,NA,NA
AEG45,3058,NA,NA
AEG45,3059,NA,NA
AEG45,3060,NA,NA
AEG45,3061,NA,NA
AEG45,3062,NA,NA
AEG45,3063,NA,NA
AEG45,3064,NA,NA
AEG45,3065,NA,NA
AEG45,3066,NA,NA
AEG45,3067,NA,NA
AEG45,3068,NA,NA
AEG45,3069,NA,NA
AEG45,3070,NA,NA
AEG45,3071,NA,NA
AEG45,3072,NA,NA
AEG45,3073,NA,NA
AEG45,3074,NA,NA
AEG45,3075,NA,NA
AEG45,3076,NA,NA
AEG45,3077,NA,NA
AEG45,3078,NA,NA
AEG45,3079,NA,NA
AEG45,3080,NA,NA
AEG45,3081,NA,NA
AEG45,3082,NA,NA
AEG45,3083,NA,NA
AEG45,3084,NA,NA
AEG45,3085,NA,NA
AEG45,3086,NA,NA
AEG45,3087,NA,NA
AEG45,3088,NA,NA
AEG45,3089,NA,NA
AEG45,3090,NA,NA
AEG45,3091,NA,NA
AEG45,3092,NA,NA
AEG45,3093,NA,NA
AEG45,3094,NA,NA
AEG45,3095,NA,NA
AEG45,3096,NA,NA
AEG45,3097,NA,NA
AEG45,3098,NA,NA
AEG45,3099,NA,NA
AEG45,3100,NA,NA
AEG45,3101,NA,NA
AEG45,3102,NA,NA
AEG45,3103,NA,NA
AEG45,3104,NA,NA
AEG45,3105,NA,NA
AEG45,3106,NA,NA
AEG45,3107,NA,NA
AEG45,3108,NA,NA
AEG45,3109,NA,NA
AEG45,3110,NA,NA
AEG45,3111,NA,NA
AEG45,3112,NA,NA
AEG45,3113,NA,NA
AEG45,3114,NA,NA
AEG45,3115,NA,NA
AEG45,3116,NA,NA
AEG45,3117,NA,NA
AEG45,3118,NA,NA
AEG45,3119,NA,NA
AEG45,3120,NA,NA
AEG45,3121,NA,NA
AEG45,3122,NA,NA
AEG45,3123,NA,NA
AEG45,3124,NA,NA
AEG45,3125,NA,NA
AEG45,3126,NA,NA
AEG45,3127,NA,NA
AEG45,3128,NA,NA
AEG45,3129,NA,NA
AEG45,3130,NA,NA
AEG45,3131,NA,NA
AEG45,3132,NA,NA
AEG45,3133,NA,NA
AEG45,3134,NA,NA
AEG45,3135,NA,NA
AEG45,3136,NA,NA
AEG45,3137,NA,NA
AEG45,3138,NA,NA
AEG45,3139,NA,NA
AEG45,3140,NA,NA
AEG45,3141,NA,NA
AEG45,3142,NA,NA
AEG45,3143,NA,NA
AEG45,3144,NA,NA
AEG45,3145,NA,NA
AEG45,3146,NA,NA
AEG45,3147,NA,NA
AEG45,3148,NA,NA
AEG45,3149,NA,NA
AEG45,3150,NA,NA
AEG45,3151,NA,NA
AEG45,3152,NA,NA
AEG45,3153,NA,NA
AEG45,3154,NA,NA
AEG45,3155,NA,NA
AEG45,3156,NA,NA
AEG45,3157,NA,NA
AEG45,3158,NA,NA
AEG45,3159,NA,NA
AEG45,3160,NA,NA
AEG45,3161,NA,NA
AEG45,3162,NA,NA
AEG45,3163,NA,NA
AEG45,3164,NA,NA
AEG45,3165,NA,NA
AEG45,3166,NA,NA
AEG45,3167,NA,NA
AEG45,3168,NA,NA
AEG45,3169,NA,NA
AEG45,3170,NA,NA
AEG45,3171,NA,NA
AEG45,3172,NA,NA
AEG45,3173,NA,NA
AEG45,3174,NA,NA
AEG45,3175,NA,NA
AEG45,3176,NA,NA
AEG45,3177,NA,NA
AEG45,3178,NA,NA
AEG45,3179,NA,NA
AEG45,3180,NA,NA
AEG45,3181,NA,NA
AEG45,3182,NA,NA
AEG45,3183,NA,NA
AEG45,3184,NA,NA
AEG45,3185,NA,NA
AEG45,3186,NA,NA
AEG45,3187,NA,NA
AEG45,3188,NA,NA
AEG45,3189,NA,NA
AEG45,3190,NA,NA
AEG45,3191,NA,NA
AEG45,3192,NA,NA
AEG45,3193,NA,NA
AEG45,3194,NA,NA
AEG45,3195,NA,NA
AEG45,3196,NA,NA
AEG45,3197,NA,NA
AEG45,3198,NA,NA
AEG45,3199,NA,NA
AEG45,3200,NA,NA
AEG45,3201,NA,NA
AEG45,3202,NA,NA
AEG45,3203,NA,NA
AEG45,3204,NA,NA
AEG45,3205,NA,NA
AEG45,3206,NA,NA
AEG45,3207,NA,NA
AEG45,3208,NA,NA
AEG45,3209,NA,NA
AEG45,3210,NA,NA
AEG45,3211,NA,NA
AEG45,3212,NA,NA
AEG45,3213,NA,NA
AEG45,3214,NA,NA
AEG45,3215,NA,NA
AEG45,3216,NA,NA
AEG45,3217,NA,NA
AEG45,3218,NA,NA
AEG45,3219,NA,NA
AEG45,3220,NA,NA
AEG45,3221,NA,NA
AEG45,3222,NA,NA
AEG45,3223,NA,NA
AEG45,3224,NA,NA
AEG45,3225,NA,NA
AEG45,3226,NA,NA
AEG45,3227,NA,NA
AEG45,3228,NA,NA
AEG45,3229,NA,NA
AEG45,3230,NA,NA
AEG45,3231,NA,NA
AEG45,3232,NA,NA
AEG45,3233,NA,NA
AEG45,3234,NA,NA
AEG45,3235,NA,NA
AEG45,3236,NA,NA
AEG45,3237,NA,NA
AEG45,3238,NA,NA
AEG45,3239,NA,NA
AEG45,3240,NA,NA
AEG45,3241,NA,NA
AEG45,3242,NA,NA
AEG45,3243,NA,NA
AEG45,3244,NA,NA
AEG45,3245,NA,NA
AEG45,3246,NA,NA
AEG45,3247,NA,NA
AEG45,3248,NA,NA
AEG45,3249,NA,NA
AEG45,3250,NA,NA
AEG45,3251,NA,NA
AEG45,3252,NA,NA
AEG45,3253,NA,NA
AEG45,3254,NA,NA
AEG45,3255,NA,NA
AEG45,3256,NA,NA
AEG45,3257,NA,NA
AEG45,3258,NA,NA
AEG45,3259,NA,NA
AEG45,3260,NA,NA
AEG45,3261,NA,NA
AEG45,3262,NA,NA
AEG45,3263,NA,NA
AEG45,3264,NA,NA
AEG45,3265,NA,NA
AEG45,3266,NA,NA
AEG45,3267,NA,NA
AEG45,3268,NA,NA
AEG45,3269,NA,NA
AEG45,3270,NA,NA
AEG45,3271,NA,NA
AEG45,3272,NA,NA
AEG45,3273,NA,NA
AEG45,3274,NA,NA
AEG45,3275,NA,NA
AEG45,3276,NA,NA
AEG45,3277,NA,NA
AEG45,3278,NA,NA
AEG45,3279,NA,NA
AEG45,3280,NA,NA
AEG45,3281,NA,NA
AEG45,3282,NA,NA
AEG45,3283,NA,NA
AEG45,3284,NA,NA
AEG45,3285,NA,NA
AEG45,3286,NA,NA
AEG45,3287,NA,NA
AEG45,3288,NA,NA
AEG45,3289,NA,NA
AEG45,3290,NA,NA
AEG45,3291,NA,NA
AEG45,3292,NA,NA
AEG45,3293,NA,NA
AEG45,3294,NA,NA
AEG45,3295,NA,NA
AEG45,3296,NA,NA
AEG45,3297,NA,NA
AEG45,3298,NA,NA
AEG45,3299,NA,NA
AEG45,3300,NA,NA
AEG45,3301,NA,NA
AEG45,3302,NA,NA
AEG45,3303,NA,NA
AEG45,3304,NA,NA
AEG45,3305,NA,NA
AEG45,3306,NA,NA
AEG45,3307,NA,NA
AEG45,3308,NA,NA
AEG45,3309,NA,NA
AEG45,3310,NA,NA
AEG45,3311,NA,NA
AEG45,3312,NA,NA
AEG45,3313,NA,NA
AEG45,3314,NA,NA
AEG45,3315,NA,NA
AEG45,3316,NA,NA
AEG45,3317,NA,NA
AEG45,3318,NA,NA
AEG45,3319,NA,NA
AEG45,3320,NA,NA
AEG45,3321,NA,NA
AEG45,3322,NA,NA
AEG45,3323,NA,NA
AEG45,3324,NA,NA
AEG45,3325,NA,NA
AEG45,3326,NA,NA
AEG45,3327,NA,NA
AEG45,3328,NA,NA
AEG45,3329,NA,NA
AEG45,3330,NA,NA
AEG45,3331,NA,NA
AEG45,3332,NA,NA
AEG45,3333,NA,NA
AEG45,3334,NA,NA
AEG45,3335,NA,NA
AEG45,3336,NA,NA
AEG45,3337,NA,NA
AEG45,3338,NA,NA
AEG45,3339,NA,NA
AEG45,3340,NA,NA
AEG45,3341,NA,NA
AEG45,3342,NA,NA
AEG45,3343,NA,NA
AEG45,3344,NA,NA
AEG45,3345,NA,NA
AEG45,3346,NA,NA
AEG45,3347,NA,NA
AEG45,3348,NA,NA
AEG45,3349,NA,NA
AEG45,3350,NA,NA
AEG45,3351,NA,NA
AEG45,3352,NA,NA
AEG45,3353,NA,NA
AEG45,3354,NA,NA
AEG45,3355,NA,NA
AEG45,3356,NA,NA
AEG45,3357,NA,NA
AEG45,3358,NA,NA
AEG45,3359,NA,NA
AEG45,3360,NA,NA
AEG45,3361,NA,NA
AEG45,3362,NA,NA
AEG45,3363,NA,NA
AEG45,3364,NA,NA
AEG45,3365,NA,NA
AEG45,3366,NA,NA
AEG45,3367,NA,NA
AEG45,3368,NA,NA
AEG45,3369,NA,NA
AEG45,3370,NA,NA
AEG45,3371,NA,NA
AEG45,3372,NA,NA
AEG45,3373,NA,NA
AEG45,3374,NA,NA
AEG45,3375,NA,NA
AEG45,3376,NA,NA
AEG45,3377,NA,NA
AEG45,3378,NA,NA
AEG45,3379,NA,NA
AEG45,3380,NA,NA
AEG45,3381,NA,NA
AEG45,3382,NA,NA
AEG45,3383,NA,NA
AEG45,3384,NA,NA
AEG45,3385,NA,NA
AEG45,3386,NA,NA
AEG45,3387,NA,NA
AEG45,3388,NA,NA
AEG45,3389,NA,NA
AEG45,3390,NA,NA
AEG45,3391,NA,NA
AEG45,3392,NA,NA
AEG45,3393,NA,NA
AEG45,3394,NA,NA
AEG45,3395,NA,NA
AEG45,3396,NA,NA
AEG45,3397,NA,NA
AEG45,3398,NA,NA
AEG45,3399,NA,NA
AEG45,3400,NA,NA
AEG45,3401,NA,NA
AEG45,3402,NA,NA
AEG45,3403,NA,NA
AEG45,3404,NA,NA
AEG45,3405,NA,NA
AEG45,3406,NA,NA
AEG45,3407,NA,NA
AEG45,3408,NA,NA
AEG45,3409,NA,NA
AEG45,3410,NA,NA
AEG45,3411,NA,NA
AEG45,3412,NA,NA
AEG45,3413,NA,NA
AEG45,3414,NA,NA
AEG45,3415,NA,NA
AEG45,3416,NA,NA
AEG45,3417,NA,NA
AEG45,3418,NA,NA
AEG45,3419,NA,NA
AEG45,3420,NA,NA
AEG45,3421,NA,NA
AEG45,3422,NA,NA
AEG45,3423,NA,NA
AEG45,3424,NA,NA
AEG45,3425,NA,NA
AEG45,3426,NA,NA
AEG45,3427,NA,NA
AEG45,3428,NA,NA
AEG45,3429,NA,NA
AEG45,3430,NA,NA
AEG45,3431,NA,NA
AEG45,3432,NA,NA
AEG45,3433,NA,NA
AEG45,3434,NA,NA
AEG45,3435,NA,NA
AEG45,3436,NA,NA
